"ID","Índice","Usuario","Owner","Tipo","Operación","Estado","Error","Código Error","Filas Afectadas","SQL","Timestamp"
"105","105","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.MIN_MAX_TYPE_TREEBRANCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:56.989Z"
"106","106","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.MONEY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:57.435Z"
"107","107","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.NON_WORKING_DAYS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:57.973Z"
"108","108","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.OFFLINE_PAYMENT_RULES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:58.412Z"
"109","109","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.OPERATIONAL_VERSION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:58.849Z"
"110","110","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.ORGANIZATION_TREE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:59.250Z"
"111","111","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.PERMITS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:59.655Z"
"112","112","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.PLANNED_WORKS_LOG MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:00.128Z"
"113","113","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.PLANNED_WORKS_LOG_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:00.625Z"
"114","114","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.PROCESS_IMPLEMENT_TRX MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:01.276Z"
"115","115","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.PRODUCTS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:01.723Z"
"116","116","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.PRODUCTS_OFFLINE_MODE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:02.225Z"
"118","118","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.QUEUE_ATTENTION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:03.317Z"
"119","119","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.QUEUE_ATTENTION_TRANSACTIONS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:03.738Z"
"120","120","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REASONS_REVERSE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:04.222Z"
"121","121","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REASONS_USER_BLOCK MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:04.783Z"
"122","122","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REASON_REFUSAL_AUTH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:05.404Z"
"123","123","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REGION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:05.898Z"
"124","124","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REPORT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:06.383Z"
"125","125","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REPORT_COLUMNS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:06.898Z"
"126","126","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REPORT_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:07.389Z"
"128","128","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.RESPONSE_JSON_TAGS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:08.480Z"
"129","129","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.RESPONSIBLE_VAULT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:09.019Z"
"130","130","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.RESULT_CHARACTERISTIC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:09.582Z"
"131","131","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.RESULT_FIELDS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:10.165Z"
"132","132","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REVCHANGES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:10.604Z"
"133","133","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.REV_INFO MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:11.038Z"
"134","134","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.ROUTINE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:11.504Z"
"135","135","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.ROUTINE_EXECUTE_TRX MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:11.948Z"
"136","136","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.RULES_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:12.383Z"
"137","137","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.RULES_SPEC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:12.992Z"
"138","138","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.SERVICE_ATTRIBUTES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:13.597Z"
"139","139","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.SERVICE_ATTRIBUTE_VALUE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:14.118Z"
"140","140","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.SERVICE_OPERATOR MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:14.614Z"
"141","141","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.SERVICE_PAY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:15.281Z"
"142","142","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.SERVICE_PAYMENT_METRICS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:15.872Z"
"143","143","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.START_DAY_TRANSACTION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:17.406Z"
"144","144","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.SUB_CHARACTERISTIC_SPEC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:17.983Z"
"145","145","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TABLE_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:18.708Z"
"146","146","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TABLE_VALUES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:19.262Z"
"147","147","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TOTALS_REPORT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:19.869Z"
"148","148","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TOTALS_TO_SQUARE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:20.451Z"
"149","149","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TOTAL_AFFECT_LOG MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:21.041Z"
"150","150","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TOTAL_BY_FORMULA MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:21.587Z"
"151","151","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TOTAL_CASHIER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:22.118Z"
"152","152","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TOTAL_CASHIER_AFFECT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:22.688Z"
"153","153","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TOTAL_REPORT_BY_TREE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:23.314Z"
"154","154","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTIONS_BY_TREEBRANCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:23.936Z"
"155","155","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTIONS_NOT_SENT_OPENSEARCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:24.441Z"
"156","156","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_CHARACTERISTIC_RELATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:24.896Z"
"157","157","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_CHARACTERISTIC_SPEC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:25.445Z"
"158","158","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_CHARACT_BY_STEP MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:25.944Z"
"159","159","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_CONDITION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:26.468Z"
"160","160","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_FLOW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:27.080Z"
"161","161","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_FLOW_ROUTINE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:27.591Z"
"162","162","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_LINKED MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:28.084Z"
"163","163","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_SEND_SPEC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:28.623Z"
"164","164","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_SPEC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:29.132Z"
"165","165","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_STATISTICS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:29.623Z"
"166","166","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TRANSACTION_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:30.156Z"
"167","167","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TREE_LABELS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:30.708Z"
"169","169","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TYPE_BALANCE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:31.851Z"
"170","170","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TYPE_CASHIER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:32.314Z"
"171","171","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TYPE_CASHIER_EXEC_TRANSACCION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:32.792Z"
"172","172","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TYPE_ROUTINE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:33.366Z"
"173","173","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.TYPE_TREEBRANCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:33.876Z"
"174","174","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.USER_ MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:34.380Z"
"175","175","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.USER_BRANCHES MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:34.874Z"
"176","176","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.USER_RECEIVE_TRX_AUTOMATIC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:35.338Z"
"177","177","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.USER_ROLE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:35.868Z"
"178","178","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.USER_TRX_COUNT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:36.378Z"
"179","179","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.VALIDATIONS_END_DAY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:36.872Z"
"180","180","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.VALIDATIONS_END_DAY_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:37.376Z"
"181","181","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.VAULT_EVENTS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:37.896Z"
"182","182","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.VAULT_SPEC MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:38.448Z"
"183","183","jteller","JTELLERV7","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JTELLERV7.WORKDAY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:39.042Z"
"184","184","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.COUNTRY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:39.596Z"
"185","185","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.CURRENCY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:40.245Z"
"186","186","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.ECONOMIC_ACTIVITY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:40.876Z"
"187","187","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.ENTITY_STATUS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:41.449Z"
"188","188","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.ENTITY_TRANSITIONS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:42.013Z"
"190","190","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.FREQUENCY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:43.003Z"
"192","192","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.FUND_DESTINY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:44.037Z"
"193","193","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.FUND_SOURCE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:44.558Z"
"194","194","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.GEOGRAPHICAL_DIVISION_1 MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:45.113Z"
"195","195","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.GEOGRAPHICAL_DIVISION_2 MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:45.697Z"
"196","196","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.GEOGRAPHICAL_DIVISION_3 MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:46.314Z"
"197","197","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.GEOGRAPHICAL_DIVISION_4 MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:46.871Z"
"198","198","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.INSTITUTION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:47.362Z"
"199","199","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.MOTIVE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:47.925Z"
"200","200","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.MOTIVE_TYPE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:48.593Z"
"201","201","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.PARAMETERS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:49.106Z"
"202","202","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.REPORT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:49.633Z"
"203","203","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.REPORT_COLUMN MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:50.254Z"
"204","204","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.REPORT_FILTER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:50.921Z"
"205","205","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.REPORT_GROUP MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:51.781Z"
"206","206","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.SYSTEM_ENTITY MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:52.436Z"
"207","207","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.SYSTEM_ENTITY_STATUS_LOG MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:53.118Z"
"208","208","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE JSIGCOMMON.WORKFLOW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:53.980Z"
